Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
800.5;10078.3657;10430.7348;10717.4254;9670.5601;10330.179;10556.9989;9435.1916;10433.5124;10086.0745
801;9899.831;10407.781;10436.7265;9950.7761;10029.422;10691.4175;9806.7803;10790.7895;9961.2903
801.5;10441.5979;10429.7886;10671.6181;9614.0608;10401.6319;10442.2224;9925.2846;10194.8121;9839.0976
802;10318.6625;10233.4851;10495.2054;9742.51;10534.8577;10519.488;9866.0134;10345.3285;9800.7098
802.5;10492.7087;10242.7607;10779.6108;9600.8151;10299.4264;10639.9742;9640.7544;10083.7123;9889.3381
803;10238.2275;10197.5683;10316.7121;9177.7654;10163.2429;10967.6441;10098.5257;10386.8352;10284.4654
803.5;10504.5185;10185.3486;10091.2545;9518.4473;10197.3871;10572.3526;9478.2764;10306.3323;10143.2136
804;10307.4411;10269.1207;10401.6918;9802.7284;10191.7777;10753.3142;9490.8431;10294.6833;9943.8191
804.5;10139.9119;10227.938;10343.7717;9448.6136;10472.7592;10915.2449;9575.3205;10207.8455;9969.1043
805;10289.0582;9925.859;10602.9705;9505.8341;10502.6149;10870.6545;9637.6442;10327.4611;9842.949
805.5;10668.0172;10013.1723;10638.9831;9507.0886;10451.4522;11111.0301;9879.2118;10271.1356;9898.0018
806;10625.5047;10116.1909;10568.4038;9202.9139;9777.6634;10759.7514;9775.0282;10155.638;10028.428
806.5;10464.5182;10248.2211;10350.1414;9229.9259;10262.6878;10897.6471;9952.2368;10261.6731;9796.9428
807;9997.5067;10244.8804;10697.3983;9329.6089;10113.9988;10728.9712;9670.6048;10054.6929;9939.8212
807.5;10386.1358;10003.3919;10498.6024;9175.9624;10327.6273;10834.2209;9917.4819;10603.4371;9792.8506
808;10107.899;10586.6646;10693.8454;9807.3381;10468.4422;10636.507;9851.6246;10099.0264;9548.0384
808.5;10234.0309;10248.0216;10590.0527;9611.8884;10192.4866;11208.0323;10039.2754;10638.2859;9917.5677
809;9928.8913;10103.1659;10614.5311;9439.6687;10296.3446;11206.7741;10045.13;10455.2778;10016.0815
809.5;9857.8015;10445.0945;10561.9665;9393.2643;10227.7231;10747.8943;9663.9194;10251.5068;9693.1769
810;9908.4116;10142.2151;10262.6868;9370.4039;10331.0042;10898.7644;9324.9009;10213.9984;10083.3958
810.5;10073.5769;10403.1702;10753.7495;9717.6855;10271.1339;11318.2423;9490.7006;10225.4394;9993.4633
811;10044.6494;9977.7678;10581.4421;9670.0207;10271.1847;10695.4068;9770.9303;10591.0305;9624.9803
811.5;10327.4524;10367.3104;10543.4565;9712.3185;10787.7408;10672.3733;9372.3236;10250.6042;9982.3015
812;10244.3257;10737.063;10383.1613;9448.1286;10409.9919;10481.2259;9873.4127;10413.3874;9881.4594
812.5;10104.224;10494.848;10733.3617;9911.111;10551.131;10835.1671;9700.1277;10223.6776;10003.8389
813;10607.3763;10536.1684;10657.0997;9785.9768;10235.0401;10746.8208;9680.1076;10347.9008;9905.691
813.5;10477.3466;10309.7587;10269.2457;9661.8453;10377.9661;10581.0932;10079.7142;10204.2798;10294.3985
814;10460.1469;10160.7538;10826.7598;9679.5693;10304.4971;10415.3186;9967.0187;10535.2216;10309.6784
814.5;10414.0415;10090.9492;10478.4461;9643.6884;10281.1675;10757.6281;9788.582;10503.3751;10234.4119
815;10142.9774;10309.4527;10569.8648;9629.7246;10754.2224;10679.2351;9940.7226;10004.8902;10366.1706
815.5;10978.7614;10376.7605;10976.1611;9452.5296;10162.3497;10537.4483;9595.5167;10619.0149;10188.6681
816;10532.5146;10217.2569;10946.7635;9474.2019;10019.3675;10446.8607;9707.7423;10628.2044;10065.1334
816.5;10517.4054;10585.6615;10392.3287;9464.5358;9981.308;10534.248;9920.0754;10284.3143;10278.1477
817;10413.5927;10221.8593;10614.9017;9830.9267;10195.759;10464.8387;9931.9389;10547.3403;9961.8947
817.5;9978.9567;10389.1377;10356.8951;9594.3128;10512.8242;10821.3992;9645.7801;10677.4322;10404.5657
818;10410.9101;10222.4221;10579.7346;9589.0881;10090.818;10464.2557;9669.3706;10169.4003;9991.1066
818.5;10075.2531;9823.7718;10295.3387;9814.1824;10363.2512;11044.325;9928.5032;10794.9665;10267.0742
819;10319.2822;10653.5807;10703.3515;9736.4514;10045.7345;10668.7043;10117.9169;10464.8472;10356.4292
819.5;10695.1398;10279.6784;10731.5905;9361.3356;10244.4053;10450.4094;10174.7685;10490.001;10364.4291
820;10594.6743;10514.9921;10559.5158;9578.2228;10276.2874;10975.8717;10274.0855;10525.291;10338.9416
820.5;10508.1149;10465.4041;10640.38;9225.57;10540.7351;10195.2278;10286.8098;10789.0435;10252.1567
821;10627.8919;10793.8124;10543.4972;9648.0547;10819.0653;10687.27;9767.0933;10263.3462;10541.4414
821.5;10089.7593;10289.7895;10514.8425;9352.2179;10142.3717;11008.687;9777.8081;10261.8249;10016.0722
822;10362.8973;10731.6841;10568.1313;9524.43;10382.44;11063.7336;10055.2747;10552.3523;10555.5376
822.5;10606.5234;10938.763;10832.486;9406.6069;10300.6044;10674.2941;9846.6147;10678.58;9951.3827
823;10427.5467;10704.5685;10556.0069;9243.1147;10184.6924;10768.0397;9769.2802;10495.4631;10478.1358
823.5;10549.4767;10680.4588;10327.6751;9747.2276;10111.4259;10977.2285;9657.5423;10388.1286;10412.4972
824;10886.3588;10575.3737;10574.0053;9952.2318;10476.3095;10939.3084;9659.7359;10367.5287;10670.5378
824.5;10518.0903;10632.0973;10842.5623;9674.0735;10772.4131;10590.5056;9310.708;10743.6489;10418.0926
825;10500.3531;10368.6526;10388.2381;9367.6897;10196.4769;10630.1555;9716.058;10244.3802;10060.76
825.5;10602.156;10675.211;10629.9793;9675.6873;10493.4199;10396.2568;9799.8707;10122.9818;10177.8983
826;10599.5536;10159.514;10703.421;9737.0783;9958.9662;10998.2333;9464.9529;10679.4877;9932.7833
826.5;10407.5085;10354.5961;10889.4469;9548.0882;10168.105;11076.2444;9706.7409;10757.3463;9946.9359
827;10219.6999;10589.0834;10613.5797;9858.7854;10529.4053;11117.7421;9855.7586;10617.1061;9960.5666
827.5;10253.4677;10581.6967;10684.1723;9632.7831;10389.7415;10747.518;9748.9325;10651.9918;10160.5569
828;10429.3232;10695.1758;10636.9662;9583.0348;10039.7011;10793.1596;9776.8019;10368.0184;9969.6587
828.5;10795.9391;10472.7238;10766.0427;9581.9204;10075.2269;10723.4287;9632.8002;10067.2807;9751.9433
829;10515.167;10079.9439;10535.6123;9688.811;10631.9011;10724.5596;9791.035;10363.7195;10176.3439
829.5;10456.4718;10254.9806;10787.2559;10012.055;10199.338;10788.6994;10053.1315;10294.1169;9739.6173
830;10455.6823;10199.9666;10607.7436;9798.8935;10386.6887;10536.4062;10072.4352;10196.7752;9918.8891
830.5;10690.3536;10435.1235;10839.677;10108.9418;10097.799;10514.6493;9943.8697;10471.8338;9963.4681
831;10417.6358;10355.688;10742.1338;9434.6175;10354.1965;10717.9015;10166.6963;10361.6255;9911.7704
831.5;10413.3422;9879.5488;10649.4021;9770.8518;10417.6997;11149.5612;10207.7119;10642.9246;9741.7745
832;10271.7174;10053.1223;10621.9162;9745.0128;10225.8698;10753.4146;9911.3294;10876.2;9518.6007
832.5;10519.2361;10164.8714;10631.4078;9792.9016;10329.2053;10881.4658;10129.9582;10614.6109;9948.5326
833;10610.6638;10434.0981;10509.2624;9827.1245;10234.4076;10769.0879;10249.9335;10105.6927;9672.155
833.5;10336.074;9987.2975;10643.4159;9874.8768;10260.1687;11105.7547;10004.9445;10363.9968;10219.7936
834;10565.8993;10176.3534;10644.7074;9764.8589;10634.6396;10968.3756;9887.8094;10994.2351;9924.1443
834.5;10551.1347;10516.8428;10537.875;10189.6032;10528.6112;10700.5459;9661.6251;10813.6648;9699.0742
835;10233.1109;10053.2399;10774.3504;9997.952;9878.7295;10686.6488;10176.3121;10770.8331;9654.841
835.5;10505.1306;10007.2193;10432.2877;9990.0258;10387.4529;10608.6471;10004.8278;10860.9132;9758.0803
836;10275.1432;10213.0104;10753.775;9595.4301;10516.1334;10306.4695;10126.5734;10745.9366;10091.271
836.5;10212.4853;10044.5111;10654.5729;9747.2922;10835.1709;10806.3502;9892.1463;10558.6369;10471.4009
837;10066.5317;10083.0684;10863.8449;9596.5103;10718.0129;11049.0644;10037.8763;10221.9676;10158.9257
837.5;10289.0802;9997.5682;10789.2828;9743.2748;10220.7357;10632.8574;10076.8043;10631.8541;10211.9351
838;10451.7715;10172.5124;10697.1895;9830.0216;10150.2798;10631.1861;9888.0877;10652.5848;10159.4159
838.5;10520.9082;10433.9893;10415.0919;9663.1514;10571.1214;10861.6746;9878.8486;10193.5355;10549.7135
839;10256.5637;10214.4808;10675.3922;9514.1817;10509.7948;10854.3157;9866.4132;10798.8085;10385.2719
839.5;10385.7322;9907.5761;10976.0648;9860.8326;10039.9135;10868.3835;10398.1243;10708.8538;10317.2178
840;10299.0053;10064.0653;10199.7484;10045.9051;10659.0802;10914.5966;10086.5704;10327.0173;10229.8724
840.5;10133.8988;9855.185;10779.8538;9682.6325;10403.5608;10825.7904;9376.5617;10724.726;10377.6059
841;10340.1648;10257.4417;10670.3776;9735.7656;10069.2959;10721.4066;10013.0555;10470.5825;9775.3327
841.5;10384.7838;10115.9253;10741.2566;9482.9837;10107.61;10682.6839;9935.3562;10785.4863;10204.3756
842;10434.178;10095.7895;10208.7719;9999.0291;9999.2512;10488.8069;9895.6607;10441.5214;9982.4325
842.5;10438.6483;9970.8935;10359.9577;9351.864;10658.3333;10575.1088;10182.0946;10384.2661;9853.3112
843;10203.979;10052.6931;10514.3995;9433.6112;10384.1146;10798.9277;10282.4509;10352.8898;10340.483
843.5;10459.9719;9952.5127;10732.7155;9348.4294;10112.5353;10947.7219;10017.7615;10509.8782;10155.6793
844;10295.2752;10055.6415;10820.3973;9758.1648;10126.567;10766.6649;10290.4118;10551.041;10213.2317
844.5;10275.8462;9875.3334;10286.8516;9765.4419;10430.0672;10472.022;9972.8405;10259.6082;10278.3716
845;10323.5048;9760.2539;10919.8836;9553.0038;10448.0779;10746.2943;9991.65;10258.4671;9877.6597
845.5;9932.7554;9807.0978;10823.4936;9624.5503;10382.4687;10686.2901;9720.1308;10736.8932;10647.1717
846;10559.0511;9614.4273;10456.581;9805.0132;10594.4821;10510.4541;10014.772;10637.9904;10543.1708
846.5;10394.1988;10126.9817;10891.1652;9796.408;10507.0068;10605.0991;10107.9443;10354.2118;10372.1037
847;10175.7203;9658.2655;10830.8495;10006.6847;10292.152;10813.8566;9736.6793;10550.4989;10636.2698
847.5;10386.1667;9964.5804;10967.9695;9997.509;10584.9748;10882.5404;9899.8681;10733.995;10391.9848
848;10159.6259;10117.9089;10759.9237;9770.5207;10556.0177;10668.3888;9956.519;10487.8006;10301.4269
848.5;10368.346;9685.201;10880.4309;9953.221;10681.3217;10716.3284;9301.864;10683.6158;10438.7335
849;10099.4764;10128.1282;10923.8249;9747.8425;10604.3527;10610.3665;10099.9014;10768.789;10655.3151
849.5;10464.3958;10318.8833;10779.9346;9524.5749;10493.221;11006.5795;10069.59;10330.6011;10167.0519
850;10471.9789;10270.682;10634.2204;9682.8575;10501.9455;11147.8658;10250.5102;10709.4319;10267.5958
850.5;10294.111;10091.0015;11035.117;9620.3992;10386.6689;10654.6462;9913.2185;10390.9937;9958.1508
851;10602.9105;10346.7387;10666.3623;9718.9551;10470.773;10817.4245;10023.3488;10472.6673;10195.8999
851.5;10245.5461;9960.6026;10899.9975;9403.6663;10469.0867;10873.0734;10084.6715;10911.1354;10407.5019
852;10438.0831;10000.0154;10422.801;9904.1674;10871.039;11128.0113;10005.9611;10909.4156;10214.9155
852.5;10161.7984;10187.639;10953.1722;9980.5703;10038.5349;10817.9812;10241.0421;10669.6523;10261.0019
853;10035.7534;10132.1119;10902.303;9738.4385;10313.8745;10967.1081;9985.65;10820.5365;10382.609
853.5;10338.2389;10085.8222;10470.9911;9653.4092;10807.8384;10889.7326;9850.5743;10700.7411;10239.0865
854;10326.0388;9891.2415;10861.371;9871.726;10176.8593;11091.8247;10359.1065;10204.3309;10204.1297
854.5;10285.3914;10429.573;10722.7372;9711.5219;10445.6284;10895.6912;9967.2472;11007.1116;10125.2372
855;10201.7722;9915.433;10749.847;9805.9605;10571.5979;10699.4176;10256.2739;10673.8155;10057.7216
855.5;10205.8364;9970.9358;11066.0593;10189.7847;10414.0399;10913.2878;9952.4358;10706.8662;10121.4845
856;10196.3814;10270.8972;10661.8981;9809.3643;10507.0438;10595.4963;10174.476;10684.603;10235.2131
856.5;10269.9379;10105.9297;11085.9771;9519.4465;10060.2787;10593.411;9901.1489;10256.7542;10322.2888
857;10048.1708;9970.0287;11035.7073;9609.1715;10624.1778;10537.9963;9864.8164;10074.4999;10450.0971
857.5;10351.4285;9996.1717;11105.011;9579.4341;10780.6261;10838.8027;10515.4538;10201.1536;10517.0869
858;10538.1502;10290.9595;11110.493;9940.3583;10371.9668;10557.0266;10274.9778;10098.409;10614.46
858.5;10479.8851;9835.9956;10458.5569;9799.4234;10435.026;10438.2857;10395.3785;10268.0015;10475.711
859;10440.6597;9820.9296;11350.6208;10020.5108;10481.0402;11059.3054;10051.1327;10423.223;10539.2846
859.5;10293.6647;10177.3192;10960.5061;9840.654;10388.6072;10612.3643;10298.1227;10720.8324;10573.106
860;10342.6554;9669.7939;11070.6021;10227.1938;10347.944;10705.1914;9924.2283;10560.3718;10385.9275
860.5;10311.6552;10409.5289;11088.9571;9925.0203;10721.0925;10877.4021;10204.3069;10316.0151;10032.1599
861;9910.3982;10173.845;10984.7363;10051.9658;10438.6296;11122.034;10076.5194;10883.0576;10052.7451
861.5;10025.4771;9739.2882;10466.5483;10216.9665;10495.7473;10588.1145;10202.8154;10457.7316;10196.911
862;10233.9411;10253.2287;10643.8141;10100.1635;10288.4401;10778.3999;10369.0609;10397.7044;10216.1104
862.5;10342.5219;10174.3261;10865.507;9742.934;10265.8015;10686.7952;9982.7101;10864.7307;10134.7814
863;10542.4532;10160.488;10773.1128;9544.371;10479.9997;10599.9195;10229.1882;10179.8262;10007.0362
863.5;10068.5845;10432.5716;11106.2298;9941.8789;9990.7094;10640.6195;10039.3669;10685.3945;10487.223
864;10425.2242;10034.0523;10895.833;9734.3772;10635.3954;10862.2153;9848.7711;10389.0876;10236.3316
864.5;10660.845;9806.9893;10828.5641;9705.6227;9911.6012;10960.2787;10581.5286;10441.7821;10128.6839
865;10547.9916;10262.3384;10953.7002;9687.789;10445.5578;10505.5971;10405.4254;10485.9226;10836.2906
865.5;10254.4378;9986.8587;10638.1486;10104.8156;10427.6543;10682.6372;10627.8217;10188.1469;10196.2108
866;10366.8973;9963.6836;10351.9523;9771.3487;10341.2473;10624.4907;10312.4377;10223.1299;9990.1228
866.5;10433.7629;9991.618;10817.0359;9897.3996;10433.1316;10368.3008;10048.4964;10413.2161;10171.6651
867;10036.4732;10066.3365;10694.0329;10107.623;10339.6378;10424.5899;10080.8645;10370.4431;10361.0142
867.5;10318.2262;10137.2896;10501.2886;10099.5508;10747.2318;10822.5609;10295.8461;10497.5738;10404.6502
868;10486.684;10527.1154;10229.8641;9778.1514;10340.7434;10625.1636;9998.289;10394.7876;10378.8286
868.5;10545.4303;10352.851;10841.2021;9797.2427;10627.1975;10398.3874;10162.3223;10199.3408;10315.4554
869;10131.201;10589.2647;10936.9481;9821.7759;10423.6815;10698.9245;10280.0391;10530.3759;10556.3673
869.5;10376.364;10405.5273;11128.4399;9884.7503;10419.2313;10776.5357;10189.3516;10530.7214;10345.7217
870;10212.9989;10428.628;10936.318;10158.9285;10728.1012;10556.7958;10191.0767;10613.1156;10515.8386
870.5;10269.3387;10113.3977;10772.1;9926.8768;10816.8206;10930.345;10043.7169;10513.5138;10479.0082
871;10301.1429;10126.1496;10558.6259;10194.0054;10639.0168;10934.9028;10029.2417;11059.3226;10312.1201
871.5;10160.7962;10524.8371;10906.7611;9949.8329;10399.6878;10803.5435;10033.4617;10173.1328;10450.8617
872;10195.3291;10415.6972;11050.3962;10099.7209;10569.182;10426.7811;10366.3085;10443.8852;10708.2648
872.5;10151.4788;9866.6725;11139.1277;10094.1821;10950.4771;10410.0785;10668.9644;10483.7093;10593.3375
873;9950.7808;10294.5399;10963.3909;10072.5453;10583.4841;10705.5433;10203.3182;10314.1414;10726.5533
873.5;10466.2519;10231.7436;10646.981;9968.2838;10678.8053;10802.2773;10115.9742;10539.8783;10816.1729
874;10330.1863;10243.8509;10716.9865;9716.6068;10604.754;10680.6801;9799.584;10408.5318;10698.3043
874.5;10442.1309;10112.1197;10801.6678;9819.3573;10581.7135;10366.0679;10146.1408;10903.01;10689.6064
875;10514.4492;9944.7074;11170.5279;9965.4662;10566.3768;10399.816;9854.4674;10408.0187;10573.3324
875.5;10414.5961;9942.8168;11333.267;9999.8534;10281.0463;10551.3397;10168.8706;10505.0916;10536.5027
876;10406.2929;10274.6474;10789.0842;9455.8572;10294.768;10608.2329;9882.7137;10617.0744;10680.8087
876.5;10260.8277;10305.8018;10837.9223;9530.8587;10678.2738;10427.0587;10279.5559;10728.9892;10739.6705
877;9991.4183;9975.9576;11360.6534;9815.9791;10692.3605;10765.6923;9998.9683;10591.6991;10554.5138
877.5;10109.8221;10186.7182;11261.1288;9885.7391;10312.4627;10274.5675;10053.0127;10541.8113;10809.6477
878;10180.1357;9864.4685;11246.7838;9572.9916;10506.3847;10700.444;10182.9502;10433.0578;10436.9881
878.5;10322.2708;9985.7403;11227.3049;9828.4914;10412.0922;10868.6931;10159.3205;10710.4239;10470.0764
879;10314.7422;10119.9049;10698.6718;9999.7122;10610.2535;10365.1918;9763.5963;10597.1878;10346.267
879.5;10378.4705;10015.0104;10549.1997;9880.922;10484.1899;10620.7987;10440.9292;10073.3057;10641.6713
880;10655.4485;10197.9393;10669.0905;9647.736;10678.2481;10677.3847;10420.0833;10476.549;10629.4886
880.5;10449.6033;10416.9631;10836.415;9804.879;10443.5045;10799.5348;10034.2351;10377.229;10313.6645
881;10093.0567;10109.5353;10610.6419;9548.7345;10648.1298;10585.802;10069.9863;10397.1279;10567.0218
881.5;10153.265;10015.6317;10704.7693;9625.4599;10734.6154;10758.1366;9864.8062;10266.2436;10820.9123
882;10235.1355;10599.1621;10823.9372;9990.7682;10659.0023;10443.7499;9842.949;10390.7207;10672.0315
882.5;10249.819;10260.8455;10727.5558;9690.8094;10882.2466;10395.4857;10006.6395;10519.0056;10700.9934
883;10047.4672;10432.123;10689.5466;9898.4541;10586.871;10106.3069;9977.6288;10234.332;10435.8729
883.5;10158.8187;10357.0847;10693.1608;9516.5436;10782.6561;11033.9956;9815.0345;10309.6811;10584.7548
884;10280.8276;10319.5319;10862.8494;9745.184;10872.3078;10287.9115;9818.1825;10562.3382;10603.3709
884.5;9975.1251;10064.8951;10523.0867;9665.3301;10716.7134;10412.7405;9637.6531;10294.6365;10564.6695
885;10168.6413;10264.8165;10863.8588;9477.5287;10595.5005;10834.3516;9640.677;10178.805;10558.1613
885.5;10279.5165;10186.7132;10471.3848;9635.9225;10574.2039;10364.2979;9808.8927;10404.5861;10397.013
886;10054.4832;10331.9982;10582.1627;9387.6886;10616.7493;10662.2357;9457.6719;10360.3163;10647.0717
886.5;9787.7548;10328.1228;10446.0729;9864.5179;10744.8983;10293.3716;9842.1899;10609.1167;10770.3242
887;10100.8719;10366.8777;10360.8494;9955.5948;10564.5439;10371.526;9655.6987;10311.0288;10709.4273
887.5;10037.5765;10386.3859;10868.6465;9587.5882;10580.7752;10453.8839;9431.0971;10307.7851;10918.3798
888;10160.6629;10616.1159;10910.6941;9687.4293;10574.2381;10582.9042;9710.5426;10293.0233;10498.1732
888.5;10018.3026;10792.6593;10568.3713;9886.5009;10163.9547;10712.9204;9631.7332;10091.743;10559.1183
889;10005.0065;10398.7479;10726.9905;9348.5064;10790.6229;10899.2326;9708.1512;10036.7969;10530.3939
889.5;9977.1745;10388.9517;10615.4353;9434.2033;10496.8539;10592.5451;9709.7239;10511.9639;10613.761
890;9617.0997;10777.6119;10645.02;9853.1343;10398.9346;11027.0081;9669.1787;10104.0007;10705.2142
890.5;9899.0627;10574.9576;10527.6385;10191.0033;10522.4161;10849.2905;9812.181;10407.3019;10782.06
891;10041.5097;11000.0033;10373.1784;9972.3018;10677.8752;10813.7573;9620.7142;10291.4677;10529.131
891.5;10395.2941;10408.9116;10969.6745;10078.2879;10794.2223;10952.4727;9822.4588;10234.7842;10543.4035
892;10393.1331;10225.6005;10722.6306;9751.0385;10990.0458;11144.3986;9688.9538;10430.64;10504.5632
892.5;10284.2286;10586.9472;10848.7422;9873.9593;10515.8127;11053.1765;10060.6752;10826.8503;10513.742
893;10455.4726;10321.4809;11038.3711;9647.1765;10899.7812;11126.3921;9783.7871;10297.3434;10910.8649
893.5;10431.5744;10681.5294;10824.5125;9630.6297;10373.2526;10525.2912;9703.4519;10246.7361;10793.281
894;10009.4473;10553.5749;10961.7808;9832.075;10738.2954;11189.7166;9606.5076;10259.8171;10491.5617
894.5;10046.8741;10473.4988;11050.0832;9676.1019;10983.1852;10772.8509;9782.2546;10097.4114;10436.9664
895;10165.6883;10803.0796;10869.3787;9857.8393;10790.8099;10557.6673;10144.9247;10302.6455;10836.2483
895.5;10168.9665;10580.4007;10776.4232;10258.8886;10556.0279;11260.2496;9842.8451;10507.3186;10535.417
896;10211.3557;10626.3939;10840.5376;9515.1082;10447.1032;10978.096;9726.2056;10520.0898;10786.1434
896.5;10090.1705;10396.4698;10909.2125;10098.7317;10817.236;10874.7506;9798.1965;10572.3734;10640.0157
897;10217.6793;10294.9049;10772.6823;9743.7867;10972.487;11145.6079;9733.7926;10279.2236;10443.3684
897.5;9957.1843;10449.8066;10822.373;9686.8852;10805.0182;11186.4516;9393.7953;10237.7222;10733.2286
898;10272.4539;10437.6737;10685.8436;9679.2278;10800.156;11110.8732;9888.2055;10914.7435;10676.228
898.5;10074.1134;10232.7773;10572.3839;9796.9137;10367.6584;10959.94;9646.4603;10363.7832;10746.9117
899;10482.5794;10208.883;11042.6447;9822.1225;10331.0158;10598.0352;9632.1323;11208.4062;11130.9182
899.5;9962.2698;10345.702;10611.7828;9711.6021;10370.5971;10855.876;10040.231;10723.7636;10436.2007
900;10350.0141;10189.1912;10640.7809;9676.553;10557.5728;11072.0539;10257.995;10727.3347;10809.0561
