Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
454;10230.3705;10801.4866;10549.6332;10344.1202;10300.6935;10036.8411;9886.7106;10329.1431;9847.3461
454.5;10030.5834;10822.4644;10426.1479;10127.0418;10303.4852;9961.2475;9580.0382;10918.2013;9630.0994
455;9813.2465;10878.4926;10569.0778;10699.1849;10180.1304;10290.6796;9694.6361;10317.3212;9764.9728
455.5;10012.4093;10760.4883;10632.4117;10668.4154;10357.4266;10372.929;10242.0288;10288.4753;9795.0934
456;9900.9973;10423.4972;10933.7277;10360.3429;10199.7731;10335.2167;9902.9963;10220.5003;10051.4746
456.5;9937.0769;10800.8938;10753.2126;10596.3971;10027.4742;10146.4665;10083.6916;10436.4482;10017.651
457;10203.7688;10567.0506;10736.012;10009.1647;10141.4538;10429.0715;9934.8836;10521.3532;9924.5788
457.5;10371.3585;10894.9061;10394.2886;10484.0817;10083.167;10110.1919;10066.9958;10314.9618;9863.4375
458;9975.4792;11321.3377;10656.7574;10059.3693;10382.4411;10493.3677;9964.7437;10376.3861;10076.719
458.5;9995.6753;11072.3954;10351.2802;10224.9297;10168.3813;10266.2135;10326.6806;10561.6947;9998.7528
459;10239.2675;10832.4671;10855.7916;10544.4817;10515.1011;10266.6139;9799.4149;10336.182;10126.8717
459.5;10029.618;10880.1872;10520.7302;10852.3269;10450.6751;10533.5591;9902.2637;10188.4222;9831.2085
460;9752.6371;10449.4561;10409.4201;9990.1335;10318.1978;10096.2596;10104.4539;10301.8676;9753.641
460.5;10108.0042;10431.0951;10546.7278;9991.676;10093.8368;10091.5269;10083.0231;10368.6768;9862.3563
461;10128.6191;10341.6319;10350.9935;10123.2476;10358.7602;10216.8655;9998.2216;10625.2359;10145.6343
461.5;10337.904;10759.3135;10746.9452;10081.0878;10212.8822;10382.4211;9624.8047;10504.1957;9832.1071
462;10523.3998;10360.6426;10493.1189;10170.7625;10337.9483;10032.9626;9899.7169;10575.0144;9801.9773
462.5;10134.3723;10423.2771;10570.336;10427.8967;10032.9777;10065.643;9875.661;10537.5464;9473.5034
463;10002.3016;10550.6788;10345.6261;10272.3924;10436.4571;10147.3283;9769.6538;10796.5975;9998.6465
463.5;10229.8377;11060.9263;10541.9989;10144.9285;10097.786;10396.7647;9743.6197;10539.7676;9477.5735
464;10208.381;10616.5788;10648.5839;9788.0201;10056.5701;10108.3334;10030.2871;10486.7124;10008.0993
464.5;9856.4944;10875.7214;10535.907;9944.0308;10131.5687;10258.938;9907.6814;10560.6915;9711.7363
465;10129.371;10886.0042;10701.7999;9923.7893;10069.0421;10455.3974;10059.7001;10121.8385;10146.9284
465.5;10105.8674;10801.8871;10629.9602;9947.4117;10280.6857;10516.9978;10371.8032;10721.4337;10250.405
466;10215.6486;10488.7183;10648.0258;9972.3864;10049.5508;10462.6626;10116.8536;10278.6449;10191.8041
466.5;10284.4434;10553.6567;10418.9846;10282.9629;10254.0024;10121.1799;10189.0545;10121.7221;9924.414
467;10104.0857;10414.1714;10515.3688;9925.4774;10232.1109;10493.0022;10172.0162;10258.0336;10322.8285
467.5;10265.3468;10791.2893;10544.8456;10149.8836;10306.674;10482.0057;9941.8724;10200.735;9933.3012
468;10237.3792;11007.7586;10261.8387;10133.1775;10166.844;10540.1013;9842.6772;10209.6899;9814.8127
468.5;10629.4921;10691.7023;10480.0776;9864.6217;10434.6362;10093.8935;10027.9013;10147.3274;9767.9548
469;10350.161;10377.0448;11032.4713;9862.8232;10336.7277;11164.8997;10076.1775;10240.3142;10104.1841
469.5;10254.1138;10532.9521;10488.83;9946.0278;10293.2547;10440.9426;9833.8012;10580.2216;10097.0506
470;10178.2404;10702.5723;10560.8734;9879.2018;10092.7859;10385.6771;9544.014;10398.1572;10285.914
470.5;10296.8094;10519.4184;10865.9935;9942.9672;10068.9971;10583.3892;10025.6743;10538.1616;9631.5969
471;10788.4233;10648.0764;10579.4847;9965.3878;10833.5788;10427.7576;9502.5679;10562.8048;9881.1074
471.5;10613.1713;10577.4943;10610.4849;9619.8692;10148.8868;10140.3823;9753.9049;10676.77;9580.6995
472;10761.7325;10665.6331;10428.4257;9960.4954;10301.8956;10526.0551;10081.3917;10545.769;9827.6172
472.5;10541.6172;10801.053;10719.5999;9961.9704;9862.9197;10506.2368;9783.7234;10772.7611;9949.2686
473;10308.9463;10901.2706;10780.8646;9893.3676;10247.4331;10575.7152;9226.7541;10828.4628;9952.8668
473.5;10753.0225;10384.8639;10618.8469;9507.5953;10326.6942;10511.4829;10031.537;10610.2389;10043.3421
474;10584.2369;10588.7776;10577.8492;9696.8039;10233.7284;10411.9819;9974.5087;10787.3519;9760.1795
474.5;10614.5693;10075.2576;10505.7465;10099.2846;10330.2301;10759.3047;9664.5378;10855.2533;10045.4626
475;10692.3817;10306.4058;10608.2082;10110.1325;10350.7948;10668.0917;9766.0712;11123.4095;9902.1409
475.5;10880.1597;10198.3275;10845.2056;10136.1153;10288.224;10384.7404;10446.4578;11074.4346;10033.9695
476;10736.2422;10118.5523;10522.4364;10378.708;10372.435;10373.7414;10323.1468;10870.911;10237.3543
476.5;10853.4042;10574.1362;10836.0931;9876.0338;10294.2432;10738.3328;9759.5726;10547.2284;9647.2254
477;10474.3528;10718.9017;10263.9918;9751.9916;10174.2029;10381.1743;10002.2998;10601.2803;10071.7222
477.5;10823.154;10457.9993;10974.1685;9572.3214;10294.2778;10687.525;9985.7523;10751.6971;10227.3136
478;10804.5443;10435.5612;10736.047;9395.7961;10251.8302;10700.3293;9892.1625;10237.7867;10244.557
478.5;10898.4533;11024.4054;10722.4083;9481.9753;10098.7384;10769.2281;10238.4955;10189.0982;10343.3928
479;10622.1797;10208.2962;10895.8264;9549.3564;10235.3075;10700.6727;9776.9392;10156.1557;10045.7419
479.5;10667.8798;10401.6805;10556.8267;9625.7784;10373.9996;10502.2416;10164.9897;10521.7027;10233.3491
480;10360.6776;10724.4048;10693.0439;9801.7194;10260.9733;10645.8382;9915.6833;10447.5718;9967.0077
480.5;10465.7472;10857.1202;10132.1236;10006.5016;10505.6811;10681.6977;10697.0975;10630.381;9916.7499
481;10053.8347;10472.373;10318.9073;9964.2063;9824.7958;10355.761;10098.7608;10536.0845;9620.0801
481.5;10524.467;10554.4142;10664.4346;9829.7765;10417.6375;10781.2825;10496.9441;10578.2315;10451.7458
482;9950.4489;10464.626;10458.7812;10081.9814;10057.3526;10827.8081;10246.5743;10270.3917;10074.5803
482.5;10322.9788;10957.166;10472.6176;9614.1984;9844.3285;10662.704;10292.7896;10675.1345;10369.6872
483;10315.0325;10539.9731;10237.7656;9621.3783;10515.2426;10439.1266;10350.0342;10720.9722;10101.6666
483.5;10026.5207;10596.2457;10566.0741;9962.8426;10507.4929;10284.1901;10096.4227;10764.6177;9883.0069
484;10229.7373;10765.6594;10615.1106;9623.7761;10380.6677;10968.9029;10635.9797;10463.0695;10284.6815
484.5;10062.6565;10233.8145;10462.1277;9589.1282;10647.1715;10450.3766;10247.3277;10347.822;10143.528
485;10449.4497;10238.9635;9777.0555;9255.675;10395.5207;10308.3887;10281.4022;10413.3844;10055.7192
485.5;10318.6067;10697.503;10215.8538;9702.7623;10570.676;10605.7201;9684.7611;10428.1072;9872.7332
486;10285.9732;10351.9943;10220.9649;9968.6914;10576.0628;10678.5434;9840.5979;10380.3602;10284.6723
486.5;10652.4824;10173.0588;10399.9501;9471.2503;10573.1995;10851.836;10003.2104;10494.7119;10779.8315
487;10557.7493;10641.4202;10944.0639;9780.922;10502.8932;10340.9252;9940.4744;10511.5473;10029.7045
487.5;10333.2495;10723.9849;10575.3739;9901.9627;10251.7063;10817.8441;10162.2426;10265.2912;10316.4559
488;10208.453;9983.926;10368.51;9671.3052;10366.3196;10721.8385;10311.2095;10105.1226;9955.4628
488.5;10189.6386;10385.9982;10646.8457;9621.5853;10816.0235;10701.7605;9953.1254;10251.7136;10147.4413
489;10022.3707;10711.4067;10709.7857;10146.157;10455.775;10509.1789;9887.7088;10168.4676;10134.1665
489.5;10098.669;10442.6644;10242.2009;10134.6373;10245.4145;10467.5523;10003.5155;10121.2462;10132.9073
490;9997.1133;10714.3608;10420.0692;9686.8138;10462.2922;10380.7401;10005.6158;10526.0828;9976.583
490.5;10281.7264;10685.269;10311.3582;9603.7557;10508.5699;10481.2117;10042.0403;10605.9443;10489.4404
491;10341.0483;10424.7697;10326.9858;10136.4235;10653.1576;10871.5692;9580.2383;10831.978;10567.5266
491.5;10297.1808;10476.9161;10736.3272;9911.4867;10266.0781;11019.5358;10025.7023;10518.0208;10249.037
492;9774.4645;10685.053;10616.3629;10084.8587;9823.226;10604.9515;10413.5178;10634.4566;10187.4154
492.5;10233.028;10301.0751;10636.7553;10083.5529;10073.9494;10584.6779;9502.1258;10371.1577;10242.9983
493;10066.0101;10518.9997;10507.4007;9952.0888;10103.8043;10983.0485;9964.1531;10489.1572;10467.076
493.5;9992.0151;10630.2337;10468.7621;9829.3259;10155.2964;11046.5155;9890.8337;10345.5463;10428.2458
494;9864.7597;10748.4993;10423.7989;9820.8313;9867.3551;10614.0109;10117.3148;10381.4725;10291.3532
494.5;10010.0524;10887.1714;10196.5697;9771.0103;10112.4573;10695.1208;9971.524;9985.6247;10223.5155
495;9984.2486;10530.6359;10550.6987;9811.7487;10092.9476;10718.4614;9939.8795;10088.5917;10287.5275
495.5;9888.6985;10682.0233;10318.4009;9659.3333;9960.7281;11212.5816;10063.8184;10282.9325;9783.0384
496;10188.4164;10415.1842;10275.3806;9863.11;10072.4713;10719.3094;10157.7839;10328.3716;10086.8021
496.5;9925.2517;10237.8737;10643.7903;9656.1617;10191.5164;10564.3888;9685.4731;10888.4772;10284.5517
497;10042.0045;10397.2063;10951.9146;10061.6377;10241.1837;10508.2247;9655.3598;10231.7485;10207.5687
497.5;10012.6871;10435.433;10552.087;9735.1015;10051.3711;10839.9658;9906.1242;10232.4865;9697.7124
498;10102.5531;10557.8421;10547.4373;9897.6712;10671.1942;10669.251;9826.7508;10627.3669;10194.5573
498.5;9835.9323;10988.8594;10825.157;9871.9588;10381.3927;10591.2067;10036.6565;10663.6079;10256.0572
499;10059.6464;10669.6239;10641.761;10063.8077;10107.4866;10669.3273;10039.6302;10384.6047;10337.2518
499.5;9929.824;10595.1203;10634.4065;9989.0631;10157.0939;10662.5631;9650.0248;10382.6568;9924.1585
500;10131.0385;10958.4004;10235.1729;9891.9397;10139.0488;10454.1611;10060.0854;10228.9549;10107.9701
500.5;10211.2017;11052.9097;10426.7893;10031.0922;9934.541;10929.1312;9872.3711;10534.8652;10135.6384
501;10002.2268;10980.1658;10569.3556;9861.647;9852.76;10690.635;9712.8615;10307.7885;10135.2408
501.5;9920.4999;10767.548;10613.9527;10023.2785;10265.148;10269.085;9800.3135;10147.7551;10312.8102
502;9941.848;10779.8889;10712.0161;10227.8362;10518.5731;10462.0155;10186.2798;10287.9317;10132.6747
502.5;9915.8093;10664.8983;10713.3033;10098.6293;10449.6252;10593.2244;9825.3128;10517.5821;10352.2734
503;9762.6044;10642.4978;10551.3044;9613.8796;10293.7279;10573.7449;10188.3833;10532.2251;9804.8658
503.5;9454.9703;10881.7585;10728.1153;9958.5148;10098.3693;10673.1016;9902.2401;10101.4792;10544.7991
504;9854.5062;10713.5795;10633.3926;9711.233;9774.7293;10352.6071;10073.3448;10333.3868;10319.0649
504.5;9902.3914;10618.5224;10876.43;9725.9335;10370.0896;10725.1474;10413.9091;10361.139;10150.1294
505;10189.4996;10236.9945;10749.4898;10067.891;10173.6006;10560.1933;10334.2372;10389.4755;10379.0574
505.5;10215.208;10436.2228;10634.294;9738.6078;10567.4783;10361.347;10261.5459;10555.4504;10227.9009
506;9879.8463;10592.7735;10705.8281;9696.0071;10202.1427;10592.2602;10240.026;10523.5441;10441.872
506.5;10380.667;10783.2469;10643.1307;10078.6122;10405.3626;10335.4033;10144.0832;10288.4288;10302.1118
507;10151.7279;10644.4199;10415.6996;10159.2047;10009.1769;10627.3733;9949.3832;10511.4692;10037.8012
507.5;10049.955;10528.6653;10959.1959;9671.4013;10070.3925;10279.3648;10331.1311;10455.8701;10374.8134
508;9941.9435;10502.3026;10520.7012;9968.3959;10037.1486;10309.8636;10343.3079;10370.6436;10106.6627
508.5;9626.9135;10606.6973;10355.2581;9809.2004;9843.0777;10703.3112;10236.7018;10338.4892;9931.6024
509;10228.7348;10476.7678;10492.9827;9868.0032;9901.0834;10507.2334;10173.9534;10402.9327;9770.6628
509.5;10191.4601;10644.9685;10524.3441;9683.84;10232.4275;10414.5463;9975.8472;10561.3553;9933.833
510;10373.3022;10833.94;10385.7067;10027.3743;9976.6944;10605.7008;10572.5607;10393.624;10279.0087
510.5;10150.5172;10431.5601;10617.0075;10034.4169;10218.7956;10553.8975;10208.5354;10362.5798;10291.7599
511;10090.4719;10598.7393;10976.8343;9833.4357;10119.7705;10297.8879;9894.8576;10345.612;10217.7416
511.5;10247.7851;10742.6144;10502.5729;9723.0087;10219.9142;10571.7179;9903.9985;10220.2046;10213.5327
512;10347.8363;10810.3559;10738.7159;9732.8405;9908.7169;10658.8725;10033.2996;10345.6615;10270.8702
512.5;10143.1082;10778.3916;10756.0524;10165.8918;10344.2869;10779.0995;10214.9827;10016.2375;10617.0865
513;10241.793;10661.5258;10672.3735;9760.1351;10302.82;10769.1247;9959.0335;10578.6598;10564.9416
513.5;10464.0275;10385.4015;10733.7429;9973.2468;10168.5562;10502.8239;9819.4299;10265.1087;10348.4978
514;10096.6654;10584.1092;10582.0811;9778.766;10319.2286;10613.67;9878.0123;10250.9318;10237.3031
514.5;10384.6242;10570.6869;10771.5237;9342.0424;10252.7471;10446.0397;10377.3961;10533.9784;10397.0345
515;9552.0021;10432.3956;10817.4776;9811.8362;10532.9159;10677.7533;9768.2445;10407.4444;10028.6383
515.5;10223.0677;10489.2323;10882.5532;9407.0918;10341.9446;10960.3277;9970.1681;10599.5401;10110.2089
516;10003.2963;10269.5514;10295.6603;9687.0853;10561.494;10491.1687;9867.4687;10357.3989;10175.3336
516.5;10099.7512;10043.417;10578.4491;9948.6925;10512.5112;10513.0451;10010.6361;10490.0426;10011.8714
517;9820.0555;10420.7871;10411.4249;9806.666;10181.1797;10228.717;10409.0267;10703.9229;9977.6285
517.5;9947.3922;10475.1514;10441.4305;9917.1353;10224.0242;10349.6146;10017.4093;10631.8671;9946.9963
518;10093.6797;10440.8983;10642.4585;9780.4599;10397.1756;10199.0092;10001.843;10612.6365;10164.2538
518.5;10145.4761;10458.0843;10358.4573;9775.4787;10308.4988;10665.2239;10457.3622;10222.1645;10145.1918
519;9988.3343;10099.9968;10738.3864;10271.826;10142.685;10577.2549;10419.2683;10485.2983;9987.5872
519.5;10137.2407;10228.6469;10188.6401;9654.5701;10353.4366;10661.4662;10193.4917;10545.4615;9872.8796
520;10552.0647;10161.0391;10493.598;9926.5796;10227.6339;10557.594;10055.6665;10574.5154;9744.5743
520.5;10037.8246;10349.3617;10376.8536;10367.1167;10545.9027;10335.5597;9778.5067;10332.3677;9835.6591
521;10201.5005;10775.6132;10631.7726;10201.4977;10296.2548;10427.6028;10005.8761;10243.2546;9943.3742
521.5;10189.0262;10668.15;10774.3721;9899.635;10308.4262;10570.4656;9745.6509;10620.7432;10139.626
522;10090.168;10291.0448;10647.0427;9713.3285;10037.9012;10307.4419;9976.2262;10633.4169;10133.8223
522.5;10280.6391;10420.9988;10578.3647;10117.4721;10339.4306;10470.8472;9894.0424;10752.1851;10041.0532
523;10269.8086;10464.2725;10807.5257;9963.5087;10096.0836;10358.0936;10042.2777;10577.5461;10100.5465
523.5;10448.635;10453.381;10435.9704;9875.4663;10387.9727;10344.3363;10195.3044;10532.1713;10209.3322
524;10150.4084;10592.5347;10440.9125;9907.2217;10444.8758;10288.524;9836.6065;10647.9521;10165.3517
524.5;10055.9381;10712.2621;10784.8119;9884.2319;10295.9166;9984.8205;10268.3837;10391.435;10296.2363
525;10188.5822;10278.8631;10445.868;9885.6819;10177.63;10683.9337;10144.3098;10486.3249;9958.0722
525.5;9962.1315;10337.0015;10659.0185;10274.6568;10126.0268;10450.2094;10267.7615;10246.0784;10059.0571
526;10255.3453;10282.017;10549.3542;10179.6547;10403.7984;10052.8371;10145.0775;9761.1734;10227.7093
526.5;10136.7867;10552.022;10703.2812;10232.6583;10478.0409;10120.0739;10073.5051;10375.8398;10337.9716
527;10351.1465;10008.5183;10475.3241;9946.9595;10473.0877;10285.9955;10123.2008;10569.2653;10261.3705
527.5;10223.0616;10387.876;10584.3147;9854.4508;10632.5668;10545.5728;9961.0759;10478.4188;10244.7957
528;10355.2215;10093.1978;10741.2796;10302.7187;10096.1361;9797.5118;9955.3476;10468.0311;10481.5745
528.5;9944.7567;10480.6336;10458.6912;9698.0119;10318.4432;10454.8034;9591.808;10467.9366;10294.7839
529;9710.9303;10592.8034;10848.3902;10182.4568;10408.6708;10395.7433;10247.9525;10779.7986;10194.7856
529.5;9650.9216;10357.7728;10706.1753;10176.4567;10178.548;10456.3612;10237.8719;10221.1781;9857.7742
530;9899.6021;10305.9673;10616.111;10229.8471;10598.0407;10198.2571;10073.0703;10309.1461;10343.2586
530.5;10048.9619;10654.9052;11005.1326;9690.9922;10052.53;10378.28;9673.5365;10631.3678;9708.1422
531;10022.3673;10505.6044;10794.3983;10160.5682;9976.006;10300.4075;9948.0496;10255.2313;10355.5952
531.5;9841.7443;11088.9964;10730.4161;10230.5832;10325.3992;10185.5753;9971.6264;10223.8216;10155.748
532;10040.6028;10483.5151;11035.8267;9706.7424;10295.2611;10616.3887;9705.8155;10238.655;10239.6374
532.5;10032.689;10523.9519;10569.2623;9828.2688;10327.8821;10382.6118;9812.3269;10185.4219;10309.8892
533;9949.9347;10550.7064;10598.6954;10221.1083;10466.5662;10791.8274;10107.7046;10488.2911;10123.2984
533.5;10307.2485;10644.9708;10302.6949;10218.7874;10346.702;9931.1125;9787.6797;10097.7867;10102.3153
534;9890.9311;10491.2096;10901.6597;10028.9605;10510.175;10235.307;9777.3998;10146.2631;9852.6629
534.5;10285.9167;10628.2917;10269.4854;10133.5768;10308.7063;9993.7162;10039.9298;10233.5665;10136.7694
535;10250.4517;10538.4828;10353.1306;9993.1365;10016.8839;10403.2228;9895.4525;10316.4971;10169.8052
535.5;10113.4882;10566.0609;10565.9818;10215.8547;10091.5326;10349.6894;9992.9304;10496.2363;10247.2587
536;10149.9537;10496.8394;11237.188;10100.2775;10803.7861;10281.3173;10076.9706;10755.1076;9943.7614
536.5;10218.7374;10395.5712;10883.7913;10160.527;10491.2913;10470.6029;10338.7241;10320.4532;9578.3875
537;10064.3729;10600.5984;10832.7387;10208.4315;10221.6347;10442.3566;9986.7302;10231.5859;9973.6234
537.5;10823.1917;10565.9349;10412.9743;10162.4267;10176.2368;10556.3703;10327.3396;9899.5374;10278.3393
538;10184.9341;10690.4043;10466.5941;10002.0965;10315.7261;10241.0888;10392.3655;10155.2757;10358.6214
538.5;10270.1899;10537.9156;10992.5947;9921.918;10600.8919;10365.2068;10099.7024;10184.3379;9989.0278
539;10141.1315;10397.3519;10536.4267;9878.3217;10730.0783;10483.7805;10177.6745;10143.2937;9527.5727
539.5;10174.1617;10502.8875;10903.271;10010.6667;10072.7769;10347.6509;10303.4912;10194.4413;10053.4491
540;10085.4425;10808.4131;10422.6608;10001.9727;9965.1279;10583.9986;10125.6231;10438.8412;10012.0308
540.5;10543.7083;10767.2701;10594.8487;9812.9114;10383.3295;10295.8753;10228.6365;10171.5364;10002.5805
541;10021.1971;10605.9836;10845.5849;10082.3678;10348.9189;10518.1313;9766.8991;10227.0864;9671.3777
541.5;10062.9598;10438.0362;10832.3661;10096.2858;10226.355;10387.8004;10085.2192;10118.1397;10119.0051
542;10003.132;10344.6534;11307.8342;9675.2987;10056.3084;10459.5161;10250.3622;9979.8842;10036.3076
542.5;10100.7561;10455.6929;10868.452;9911.2487;10317.1756;10557.0313;9795.9351;10049.7712;9732.7669
543;10075.608;10383.3818;10569.6566;9747.9031;9909.8822;10390.4612;10192.2928;10507.2048;9957.0016
543.5;9965.9338;10686.6429;10898.3728;9784.1908;9969.1728;10559.5055;10280.5245;10257.4617;9704.5845
544;9894.2904;10754.281;10528.2379;9529.3025;10097.5301;10764.3646;9969.9837;10354.0634;9772.3655
544.5;9905.8267;10491.3507;10684.9241;9274.7868;10128.6025;10378.3016;9552.708;10404.0664;10257.3614
545;10047.7891;10505.3219;10884.3552;9766.233;10057.1233;10141.0556;10126.6541;10245.951;10042.2972
545.5;9983.0363;10494.1943;11052.9416;9398.4997;10189.1863;10479.7073;9785.4635;10815.6965;10410.2943
546;9794.8432;10703.2108;10899.1339;9650.2288;10339.4677;10304.1938;10238.9647;10418.6799;10108.9508
546.5;10050.354;10972.9844;10583.4658;9717.0259;9876.0243;10673.8497;10188.0426;10920.6007;10068.8332
547;10189.0742;10752.7689;10670.9748;9717.6578;10327.2049;10507.4445;9853.2743;10501.9251;9681.3801
547.5;10088.3481;10395.8136;10897.9171;9813.1242;9954.5232;10406.9586;10042.2255;10787.5667;10135.9354
548;10389.6357;10620.3966;10525.6482;9481.8147;10190.0163;10341.6259;10114.8656;10683.2913;9998.2679
548.5;10199.5255;10437.4417;10721.7408;9297.4192;9999.7295;10401.2186;9895.5779;10677.0445;10072.9766
549;10314.1569;10584.6886;10690.4464;9336.7967;10194.202;10252.84;10010.5428;10555.521;9878.9122
549.5;10373.3359;10368.4036;10963.3564;9532.6521;10077.12;10174.8739;10046.3825;10653.9939;10436.635
550;9960.6055;10846.8416;11066.4515;9555.9528;9954.2486;10254.6109;9949.8815;10034.1828;10343.1483
550.5;10108.363;10447.3837;10651.6682;9524.9262;10321.7884;10326.505;9918.8301;10615.846;10080.0766
551;9978.9154;10626.0282;10571.722;9366.4594;9938.8955;10417.1015;10276.4193;10334.5663;9730.9998
551.5;10076.1733;10535.4804;10509.2637;9698.9883;10470.3493;10573.5383;9916.8083;10667.9089;9810.414
552;10173.1482;10189.9076;10411.2665;9600.9537;10121.7049;10886.8943;9800.5638;10321.6078;10500.2024
552.5;10123.9611;10497.4683;10666.8588;9759.5175;10219.3189;10605.1692;9879.6686;10423.1723;10101.4624
553;9795.2942;10705.2272;10601.4267;9910.9355;10236.5627;10300.2866;10048.9113;9908.4542;9853.6329
553.5;10073.7645;10953.5639;10751.0611;9603.383;10788.3002;10296.4741;10264.2013;10207.8394;9912.3405
554;10089.8146;10693.3107;10783.1402;9703.6041;10166.203;10630.7995;9915.8667;10295.1143;9876.2456
554.5;9864.1664;10238.001;11045.1927;9695.6686;10443.2404;10566.2981;10300.8051;10561.7441;10403.4495
555;9808.7278;10848.4168;10906.6092;9990.436;10224.0804;10565.7328;10160.5645;10539.8438;10300.4048
555.5;9980.0916;10359.918;11150.7969;9674.1202;10469.1239;10404.0826;10540.8024;10270.2172;10093.2429
556;10131.0428;10480.1241;10709.9411;9430.3141;9894.8933;10955.9552;9564.7964;10593.721;10155.2034
556.5;9979.7172;10687.2177;10562.2606;9887.0021;10017.1527;10688.0728;9746.9251;10147.1138;10092.3211
557;9937.483;10432.1914;10242.7155;9982.2623;10096.0685;10378.8885;9986.1807;10603.2084;10073.593
557.5;9822.0008;10798.0274;10445.4015;9772.8881;9892.0825;10417.7254;10098.3642;10208.7789;10205.8006
558;9931.2603;10834.9767;10947.8483;9502.1514;10068.0911;10562.1304;9897.4473;10566.3842;9920.8894
558.5;10175.6773;10878.2512;10676.5;9638.83;9918.8343;10251.3264;9824.3722;10675.5918;9596.3936
559;9917.0677;10576.6586;10358.2679;9763.84;9845.8704;10458.4443;9736.2379;10636.2182;10033.2652
559.5;9834.2902;10950.4158;10619.278;10150.7877;10101.2092;10755.0365;10010.2584;10565.6904;9983.5684
560;10176.6314;10685.2622;10902.4985;9588.6568;9763.8834;10005.0817;9887.9671;10288.8421;10398.7269
560.5;9788.5325;10554.17;10452.6741;9451.9845;10184.7943;10420.713;10159.4619;10359.8296;10355.073
561;9845.1001;10688.2839;10588.0747;9883.9001;10226.717;10786.3002;10007.5122;10252.0998;10178.3145
561.5;10082.0001;10664.5059;10371.9812;10016.4754;10314.9594;10824.8908;9961.4345;10029.6184;10302.0179
562;10132.2922;11063.9782;10504.6387;9821.0085;10066.1067;10587.3305;10150.22;10190.3065;10211.4354
562.5;9923.2261;10997.3347;10703.4587;9942.8531;10006.8326;10645.3505;9848.5628;10586.3229;10173.0411
563;9722.179;10644.1087;10771.2307;10027.3279;10086.6409;10378.0879;9712.4824;10608.8389;10053.0466
563.5;9759.5172;10731.0099;10783.8431;9971.2143;10081.2626;10571.9782;10036.6195;10314.9719;10127.179
564;9961.4992;11013.3631;10378.241;10028.2949;10119.7107;10611.3251;9826.6269;10490.8294;10407.1471
564.5;10016.4122;10488.038;10664.0144;9969.5312;10246.3415;10900.3467;9848.0634;10563.4942;10110.6899
565;10057.6079;10543.0267;10845.4894;9781.0882;10354.4226;10372.3476;9684.0401;10587.5039;9930.5375
565.5;10040.144;10523.8752;10757.549;9770.7107;10092.2832;10459.5608;9878.4941;10758.801;9774.5832
566;10077.9027;10683.2832;10706.8147;9882.8348;9755.9894;10205.8062;9984.3005;10562.4634;9886.6591
566.5;9505.4946;10672.6558;10630.7208;10028.3066;9984.5758;10368.1288;9693.0955;10478.4107;10346.6969
567;9760.4494;10449.9372;10665.3268;10309.1853;10695.8168;10200.2529;9901.1719;10511.6748;10137.1831
567.5;10053.9551;10341.2659;10525.5319;10318.7167;10371.1434;10478.0424;9652.0037;10532.1922;10541.9043
568;9766.7165;10587.7776;10680.5861;10237.6075;10563.5284;10400.0729;10098.5815;10804.2249;9990.8056
568.5;9926.906;10411.3955;10919.7481;9973.5142;10019.7676;10473.8295;9963.3703;10983.6289;10321.7345
569;9788.7977;10565.0473;10606.9056;9811.645;10224.7064;10297.581;9970.7947;10574.3463;9907.9495
569.5;10246.6804;10656.9661;10561.8141;9644.5519;10064.073;10380.5631;9887.6742;10590.5911;10511.5144
570;9872.8411;10479.8249;10919.4406;10113.4456;10412.9756;10418.0032;9890.662;10465.8325;10308.135
570.5;9704.6752;10613.2669;10235.0622;10259.9145;10367.1856;10426.8599;9691.3482;10244.5358;10511.1726
571;9978.8046;10483.4399;10838.0517;9757.2022;9827.8601;10115.7817;9819.7273;10791.1534;10148.2586
571.5;10235.6407;10970.5802;11166.2729;9853.7359;10673.3963;10312.0943;9922.2068;10560.0797;9939.3972
572;10409.2712;10693.3144;10495.6768;10060.2006;10198.6856;10404.4735;9923.2276;10756.2309;9937.4825
572.5;9853.7554;10633.0758;10879.16;9994.6936;10068.7906;10283.8562;9879.4819;10778.1331;10139.8681
573;9718.2338;10394.2105;10925.8008;10111.6146;9924.6871;10487.7916;9919.6136;10439.3675;10507.0003
573.5;9854.7651;10458.8445;10716.4638;9669.9121;10280.5917;10704.7894;10177.2384;10800.3947;10217.6818
574;10012.0595;10744.8774;10728.275;10280.2633;10306.8575;10490.4735;9845.2678;10789.1406;10475.5803
574.5;9702.0843;10332.9488;10831.0815;10230.4664;10537.6059;9988.2187;10027.9551;10955.9979;10277.6602
575;10232.8644;10630.2177;10578.4288;9954.916;10429.6207;10304.4054;9897.3636;10852.911;10321.66
575.5;9969.5838;10094.3684;10739.6792;10023.1362;10328.9238;10095.6997;9966.0813;10871.334;10304.4834
576;10218.898;10468.2413;11062.6095;9722.4776;10816.0536;10550.4962;9630.8644;10649.6861;10137.2452
576.5;9745.482;9884.0073;10872.8314;9591.0777;10756.2227;10358.9956;9694.5364;10845.2964;10152.9948
