Time (ns);[3Fe-4S]+ exp1;[3Fe-4S]+ exp2;[3Fe-4S]+ exp3;[4Fe-4S]2+ exp1;[4Fe-4S]2+ exp2;[4Fe-4S]2+ exp3;[4Fe-4S]2+ exp4;[4Fe-4S]2+ exp5;[4Fe-4S]2+ exp6
290.5;43.9266;108.4035;80.5304;45.7023;64.2608;18.7211;60.9332;36.9132;32.1773
291;48.0127;107.3317;92.344;58.4831;54.2944;15.7114;58.1307;40.3807;16.9868
291.5;51.5767;120.8846;93.1468;43.0898;49.2871;29.5713;61.4917;43.1458;22.857
292;45.6299;111.7845;93.3799;52.8343;70.345;20.3462;72.303;44.8997;23.342
292.5;38.4239;110.5509;85.7943;52.8195;57.9199;32.2882;71.2982;50.4145;24.3977
293;50.4579;115.9085;87.549;40.9403;51.7592;15.9105;64.328;44.5646;21.9692
293.5;61.8632;103.111;91.1175;30.2761;54.6915;28.9596;59.2256;55.8703;11.3791
294;42.5529;96.78;85.8956;41.7364;65.7488;26.6804;68.6507;68.4347;24.1519
294.5;54.4275;114.7198;90.156;51.3094;56.5592;17.4644;70.4497;57.8045;32.7624
295;39.5103;112.1349;89.065;50.2847;60.6415;22.1698;70.257;50.0382;24.1517
295.5;64.0472;108.2769;102.7874;46.6567;53.8881;15.058;69.8797;60.1286;20.1969
296;58.1454;115.197;104.8755;43.1349;69.3271;26.5908;74.0809;52.2744;34.4422
296.5;60.7346;110.6718;103.2498;46.8624;61.9125;19.0613;67.5577;66.4403;26.9445
297;54.4405;117.5626;100.1187;51.9155;59.5008;24.1673;74.8579;66.3525;19.7079
297.5;40.4143;103.5804;100.7097;45.673;63.7954;24.9127;64.3717;51.2128;15.8591
298;57.148;104.3221;120.7503;56.0996;60.3131;23.2873;65.7849;45.1893;13.652
298.5;61.5591;112.4576;101.0452;52.7022;64.6648;21.8431;74.8129;61.0294;24.3095
299;49.8536;109.472;109.2535;59.5748;69.8289;24.8741;72.0934;44.1073;17.8482
299.5;49.3125;105.773;112.1951;49.0649;70.6229;41.6443;61.6569;38.5051;28.814
300;51.8229;114.8642;126.0578;37.5711;67.4515;27.1319;73.7681;42.6551;20.8823
300.5;61.965;109.6626;91.0738;74.0911;58.1905;31.1216;68.3005;52.8737;18.7575
301;51.2032;110.8374;114.908;50.4692;76.1061;38.668;68.0651;42.8577;22.5121
301.5;55.1584;107.982;100.2094;54.1895;61.7251;26.1209;72.5901;76.3463;24.2656
302;65.3028;102.3546;98.0605;55.677;61.8708;18.152;67.7483;64.6769;21.2903
302.5;50.1779;100.8171;100.4423;57.6727;63.2142;22.9877;71.1942;54.6502;28.8366
303;60.0679;117.4997;87.3157;65.5276;57.4496;34.3369;59.9133;56.2607;27.8877
303.5;49.9402;112.7398;104.6467;46.8123;57.069;29.6824;60.2379;67.3405;33.8122
304;56.6573;110.1245;107.4787;38.8967;68.7365;32.8033;59.0472;54.2525;29.8936
304.5;57.9053;115.5343;111.5464;56.9974;64.9603;40.1579;65.6987;61.2851;33.4186
305;47.3644;123.1321;107.2028;38.4212;53.4682;31.9997;68.3762;62.1226;24.0553
305.5;55.5563;110.9703;105.9082;34.9963;59.0758;33.3928;74.5211;46.3425;35.2078
306;50.4313;118.2166;96.7761;43.5112;54.4924;30.6733;68.4246;53.5544;25.6916
306.5;54.3254;114.0927;100.1079;37.7754;63.5315;34.7121;68.996;58.9088;32.1175
307;50.1923;112.2487;108.4397;52.5581;62.8664;30.4075;60.1595;58.4682;28.2735
307.5;44.3674;102.6589;99.3397;37.5822;62.2473;27.8098;57.7191;59.7734;35.1725
308;42.4042;112.5167;104.5626;36.9285;53.0226;29.0946;65.2735;56.0025;24.8183
308.5;52.553;102.2943;105.3217;42.0489;52.7069;19.868;61.1676;55.5665;27.9911
309;46.8858;114.1204;106.9309;37.1904;63.2714;30.8636;67.4266;44.0814;36.0119
309.5;37.5743;104.0594;109.6111;40.4867;49.8298;27.9954;66.3984;60.207;29.9089
310;51.1642;110.6736;93.854;28.9107;46.338;22.8351;58.5064;54.7626;27.3313
310.5;44.579;103.3944;107.1966;27.6654;51.2034;36.2837;67.9712;47.2168;31.5499
311;45.8512;108.6619;90.3929;28.3477;45.0072;32.1746;68.9195;59.7691;24.8103
311.5;52.1768;92.7606;104.2874;24.1331;46.9164;29.2595;76.6674;59.5356;29.719
312;37.5699;105.3116;108.6004;26.5278;44.7949;28.5545;67.2486;54.9498;25.118
312.5;47.1359;108.2749;97.0975;29.4841;44.4543;32.4543;65.7251;61.3177;29.0089
313;40.2293;116.1092;112.9613;31.8057;41.698;30.4115;70.6887;59.611;18.1548
313.5;56.4063;111.81;109.0925;33.8107;47.0231;24.5336;65.3093;52.5206;31.9124
314;45.9218;104.2279;84.6016;34.2885;40.8587;29.851;62.7305;56.1305;33.2432
314.5;42.7666;111.1544;106.1335;26.5599;37.7069;33.0427;54.428;59.3012;22.8956
315;48.5762;116.5171;107.7754;33.3604;43.8569;25.5839;62.7423;51.7423;19.3335
315.5;39.1234;115.1271;109.1373;31.6608;47.2266;28.8863;65.0788;47.3063;32.9737
316;45.4062;108.9003;106.6941;34.7766;52.1854;26.6901;61.957;57.1706;12.3957
316.5;41.1758;116.9135;104.5847;33.3605;39.6935;34.6268;62.9684;55.2286;23.6904
317;48.5782;122.8319;114.2415;36.7018;50.3985;33.075;58.2412;49.9807;22.7179
317.5;45.7476;102.6873;109.015;38.9479;42.279;33.9154;65.1916;47.5492;19.7437
318;45.3034;111.9509;84.7577;32.4626;40.3445;29.651;57.1424;58.3863;26.9401
318.5;41.6242;101.0288;101.8849;36.8365;40.3544;33.2;61.8593;58.9905;21.7887
319;46.2071;103.5327;78.0826;35.5747;45.8619;48.8169;58.3533;56.7236;17.2144
319.5;50.8091;114.2022;96.8295;29.348;42.255;38.1718;70.1567;60.8892;32.4869
320;52.7872;108.2321;89.2447;42.2642;32.9632;42.6339;61.1033;53.311;24.6311
320.5;70.1759;94.8436;104.3271;34.8763;41.9377;47.7724;71.2308;61.1774;39.3059
321;73.8295;120.4825;95.7923;35.8342;53.8951;38.9266;66.8274;59.7646;25.7832
321.5;61.3162;114.4873;96.5103;35.2503;55.3855;36.9824;58.7728;64.0554;26.8132
322;55.6878;109.8292;90.5215;24.4528;47.5526;41.4055;63.1753;60.0335;19.0718
322.5;65.6717;99.8227;80.5946;28.3994;52.9915;35.8581;66.1876;57.5149;22.034
323;57.2739;102.964;92.9965;28.9056;48.4846;42.9088;72.4626;67.3254;26.6152
323.5;69.6346;114.4222;90.8616;36.8892;46.4985;45.7494;70.5961;59.9508;27.2867
324;54.0261;115.6909;82.3571;45.1063;48.243;48.4138;64.4084;46.5106;22.4795
324.5;64.9406;108.4769;99.5775;26.067;48.1942;37.6483;60.815;57.6578;23.9191
325;53.6774;107.0099;88.9155;34.2649;46.5932;46.3773;65.0486;57.3046;21.6134
325.5;59.784;112.3011;99.4509;22.6938;61.8398;41.9064;64.9357;64.7381;25.9578
326;62.8544;111.1011;83.6725;18.2591;50.676;24.3832;59.8008;55.275;25.5669
326.5;67.4825;109.7325;86.7383;19.6755;40.4958;32.1937;69.5803;51.0083;21.8564
327;72.3302;117.72;89.2799;33.9941;42.8019;44.0309;59.9535;58.2067;28.8049
327.5;62.6449;113.5933;76.7013;25.6602;40.6055;24.0281;63.9282;44.8727;19.7657
328;63.6059;108.8395;77.3898;35.0591;37.172;33.6266;64.0253;50.1854;31.6981
328.5;48.1199;105.108;80.1641;38.953;46.8888;22.2427;68.1517;36.8091;33.0795
329;65.9035;117.0807;85.6644;34.7275;44.0912;32.1525;68.0374;72.9156;19.5368
329.5;59.1744;121.9274;96.3492;33.7309;46.4277;22.5083;63.9489;70.2599;23.5023
330;57.702;113.6379;80.2648;31.6613;41.048;31.1604;60.0537;68.2577;28.7808
330.5;60.3106;111.9486;86.7723;31.3663;30.2263;41.1438;57.2473;72.1723;36.5764
331;45.1895;119.2115;95.2249;46.31;35.8394;34.4995;71.6765;71.569;28.1101
331.5;56.784;106.3455;80.6321;36.5361;33.5706;38.1387;63.1991;67.6764;35.4694
332;54.7686;108.8608;84.0273;34.0643;25.4511;47.747;56.9509;53.6085;19.8703
332.5;61.5122;117.9956;101.7722;29.5628;39.2416;49.7631;63.9512;62.2339;28.8163
333;67.2029;106.5075;96.5799;33.0459;39.0706;45.6423;76.8527;47.1368;28.8138
333.5;60.3453;114.684;93.7578;35.6284;42.2602;36.4624;73.2026;48.1647;27.9797
334;66.4254;120.0177;93.9215;38.0259;38.7588;38.4669;61.4652;49.4271;17.9325
334.5;51.5221;120.1766;100.083;31.2231;42.148;33.5043;59.3427;36.5329;23.6743
335;44.9538;125.8882;78.1261;41.2886;53.3516;22.154;52.59;50.4176;19.2219
335.5;55.1421;110.3794;81.4143;32.7047;54.8212;28.6958;62.955;51.4816;24.648
336;52.2069;112.2574;75.1282;41.366;45.3601;27.2759;68.323;53.4766;23.3503
336.5;68.3626;106.4167;67.9447;29.3635;47.6807;36.6452;69.9965;62.666;20.6922
337;61.9361;109.5403;79.9196;27.1922;44.9288;30.4259;73.2376;59.4757;21.1282
337.5;43.6554;101.5733;103.8485;35.4263;45.8968;29.1598;76.1876;63.7649;30.0058
338;52.731;108.1287;91.1904;33.5912;51.3752;30.9225;62.3422;64.9972;27.8213
338.5;55.5006;100.2691;77.5873;42.316;51.0944;26.6255;63.4472;60.5711;23.6606
339;54.585;109.2658;81.3689;42.3215;35.1856;34.9072;71.4049;62.1773;33.9573
339.5;55.0373;99.6265;88.2518;42.5257;47.4509;29.9982;67.085;54.9704;29.7301
340;61.7193;112.1929;74.2606;29.6206;30.9358;25.8992;70.7217;65.8249;21.1987
340.5;65.9799;107.8044;100.6885;39.3711;48.1438;28.4328;76.8525;51.9583;27.9758
341;62.0004;116.341;67.1185;46.4663;56.4544;26.6283;69.8609;71.6527;23.696
341.5;54.9154;104.5769;91.1683;36.0006;44.8582;21.9223;79.4364;61.2222;28.0825
342;50.4328;111.5532;91.4658;48.8982;45.902;20.6478;68.6115;55.759;27.34
342.5;64.5331;102.3639;83.95;41.5354;47.7719;25.569;61.9194;57.2464;31.7568
343;59.906;118.1364;90.3522;42.8685;44.1231;23.8636;73.4893;46.8625;25.5572
343.5;56.7847;124.1008;97.3994;32.967;44.2053;20.4815;66.625;52.7557;35.7914
344;52.389;114.0971;95.9702;31.4343;45.2086;28.2002;74.3246;39.729;35.9012
344.5;51.4692;102.283;100.1144;39.8726;44.0531;23.8299;73.3274;41.7225;29.0108
345;51.4491;108.111;82.5338;38.0898;44.5941;34.2649;62.0434;49.2746;25.4212
345.5;57.3909;104.6082;93.0845;42.5612;50.0802;30.5434;65.0009;50.186;24.3097
346;60.4321;108.0688;89.043;38.8098;42.9641;17.6556;76.1822;53.8563;30.6609
346.5;53.4653;115.5189;92.9493;31.8726;46.5534;34.8394;73.1105;64.5939;22.7648
347;56.0552;125.5974;88.6859;51.6511;43.7106;35.2959;76.262;52.911;21.8222
347.5;62.3308;123.5363;94.5008;44.8167;45.3439;18.4476;59.5627;70.8604;25.5093
348;44.737;106.0834;111.6119;38.4496;36.5946;34.2487;60.4037;43.1267;25.1683
348.5;52.4726;114.6922;89.4539;32.0552;37.5855;27.5572;51.8799;50.9871;22.2398
349;63.8728;121.3689;87.6517;36.3745;54.5093;21.2756;72.0066;49.8394;22.6621
349.5;64.092;124.1474;109.3059;34.3819;39.7581;21.6006;77.2062;52.7374;18.2118
350;69.5663;122.7868;85.0143;39.8176;40.2785;26.953;54.5985;48.8744;26.9877
350.5;56.028;116.9758;87.294;46.4608;50.0775;20.1652;75.5009;47.7166;28.192
351;55.837;128.2703;108.2605;42.7732;56.0676;29.3162;75.3279;55.5554;23.633
351.5;42.472;110.5297;102.0153;46.7576;67.7879;22.3759;65.0357;48.0221;19.8008
352;64.8096;116.241;99.1378;41.9369;54.8835;20.9571;61.2972;46.9981;19.744
352.5;49.0133;115.4002;98.6178;54.7867;39.1076;22.063;52.9597;46.5838;28.1618
353;59.7083;113.7375;96.8864;52.2832;50.7313;40.0906;64.863;54.1812;29.5606
353.5;62.9745;124.5289;78.6636;44.8117;50.9601;35.2175;55.5506;57.9846;26.0546
354;61.2483;105.2061;77.2138;40.9995;36.3984;34.5553;64.8897;59.5992;31.3876
354.5;61.5734;120.7539;95.4064;46.4893;41.6805;25.6577;63.0599;55.1959;34.1219
355;67.6181;115.2767;90.8586;40.4349;41.6502;32.3615;63.302;50.1664;44.8884
355.5;62.9151;114.7539;100.7791;42.4408;47.6392;29.0565;66.4067;52.232;31.0836
356;55.18;108.6889;81.1078;47.3871;59.73;29.1744;67.5941;49.4171;31.4018
356.5;49.8254;115.6369;96.3661;35.0943;47.2986;32.2563;67.8672;62.5491;33.9724
357;67.3432;111.525;114.342;44.9422;38.7335;30.9759;70.6287;66.9054;39.5711
357.5;68.9743;107.5041;95.1569;42.7548;42.7939;29.1557;66.6083;59.2025;33.5778
358;59.0178;94.8001;99.781;38.2628;48.7712;27.1998;71.1845;49.1749;38.4616
358.5;67.9073;109.049;103.4519;37.8307;39.2776;23.5311;81.2391;47.3258;22.4734
359;62.164;116.7059;119.0441;31.8961;38.625;16.2028;65.6726;49.5216;24.6814
359.5;65.4192;121.5704;106.5717;39.4798;51.0907;34.5821;55.6974;59.6963;29.5052
360;65.928;116.1981;109.9585;44.8066;45.5505;32.4013;45.6437;62.5029;32.571
360.5;60.8343;112.9148;108.0412;40.2339;26.5409;20.956;36.4282;58.7215;31.4686
361;52.4231;97.0807;121.3909;45.0043;38.1973;31.4129;57.2011;54.1741;29.1786
361.5;63.4255;113.3784;113.2972;42.6697;36.7043;39.2518;56.4506;46.4958;25.8837
362;76.1869;109.7395;109.2513;48.6353;31.8004;30.0904;50.7771;49.6169;26.5214
362.5;67.0149;109.0046;103.7448;42.8876;30.2536;32.4626;62.4351;67.1758;17.5834
363;74.4815;104.6858;112.7071;50.8334;33.5814;30.347;58.5312;56.9003;28.7633
363.5;64.3437;112.8167;92.2428;48.8749;34.9332;36.5585;53.3971;65.411;28.0789
364;62.8033;100.7875;117.4;55.3293;24.1497;30.9953;49.67;66.2606;39.7726
364.5;56.7886;104.2376;108.2685;53.4458;35.1536;14.4755;38.8775;44.3578;32.2461
365;51.1013;108.5457;116.2485;51.8559;34.3275;35.9045;51.3387;50.3975;24.9818
365.5;45.4175;111.4435;107.1788;46.0171;34.8364;25.1765;47.3462;52.8606;33.2008
366;54.1871;103.5037;96.0583;41.394;23.1787;40.2071;58.9756;52.6581;34.7558
366.5;61.3045;114.1193;102.3587;43.5687;31.8907;35.9118;63.4298;55.4064;30.0435
367;64.4442;125.8827;100.5169;41.3997;35.3237;29.0976;62.1164;60.8745;31.9895
367.5;57.1612;112.0727;95.1833;42.1817;22.4202;33.6805;62.587;55.2029;22.9568
368;62.0358;96.7738;84.6557;53.3789;32.8489;29.9466;54.8074;42.0595;27.5114
368.5;67.4243;110.2611;83.6578;49.9506;42.5336;43.7924;54.9577;46.4303;32.7126
369;64.094;116.3348;84.6553;42.0726;40.1183;25.1974;57.2533;51.1971;23.647
369.5;61.2619;119.7654;109.6018;40.2876;49.2635;38.4568;38.0617;52.35;25.0317
370;61.3876;101.9002;81.8697;44.5259;48.1679;44.6818;46.2087;55.6118;30.5363
370.5;64.6014;111.2607;77.2268;51.7277;49.16;35.852;52.2319;55.2333;29.5494
371;60.9155;117.053;72.6403;52.4048;35.0619;39.0427;41.511;53.0704;24.5061
371.5;57.5705;133.6914;91.3693;50.3604;31.7702;37.4643;44.5053;63.7442;30.5125
372;54.2266;122.3697;88.473;50.0716;30.5309;39.9483;40.6581;46.327;26.6868
372.5;60.2492;123.2916;100.9784;50.1716;28.6456;21.4059;52.3803;50.8773;14.5645
373;46.8203;112.0888;104.0206;49.1922;36.8564;19.2326;56.1721;50.005;27.8201
373.5;48.8762;97.5053;96.1412;48.7504;27.5049;33.5251;40.7997;42.58;28.6656
374;57.696;111.8173;90.9707;54.2235;34.2699;27.2439;42.5895;54.8218;24.1837
374.5;52.602;114.135;99.6948;39.5917;40.0532;28.2071;56.0365;55.9666;29.3256
375;44.1416;107.2468;105.012;46.2391;39.9033;40.1219;32.461;57.6885;30.9538
375.5;57.2684;111.8435;92.2866;50.2213;44.0685;33.9807;37.6792;52.9312;31.2254
376;51.1189;104.3154;105.4942;52.784;38.6781;34.4141;40.8763;56.8938;33.3475
376.5;61.2409;100.4493;86.0198;46.2725;35.7599;34.7841;54.8062;57.5276;22.8683
377;59.1347;100.1632;82.2638;38.1916;38.1071;42.2179;40.7698;45.6607;32.0242
377.5;54.1573;117.0979;89.271;46.7233;43.6841;50.4697;24.6598;57.4859;32.1558
378;62.5015;113.1285;108.9166;40.697;41.5935;35.6929;37.4765;53.1704;30.7542
378.5;59.7059;126.2653;102.6269;47.1849;48.7083;48.7142;34.3056;60.7479;28.5974
379;60.0925;116.1232;98.0661;56.7469;41.339;47.3747;36.1101;60.564;30.0446
379.5;50.158;107.6611;95.6788;41.8543;49.2304;36.6919;41.9962;54.6913;31.1073
380;57.3573;127.4199;86.6388;47.175;56.1558;41.3679;35.7482;59.5985;29.443
380.5;55.9322;114.2471;94.247;51.6358;49.1428;58.6389;33.6888;59.0555;30.8657
381;48.582;107.3184;92.6521;42.949;42.6221;43.2691;36.8505;68.1525;25.1086
381.5;55.7675;123.7198;79.824;58.0492;37.8086;50.471;48.9503;71.1778;23.8646
382;55.411;122.1514;100.8314;50.7445;61.7109;44.9211;29.8815;54.9702;25.5061
382.5;50.3608;121.6743;89.0385;45.9723;63.6337;37.2745;46.8485;64.6091;27.3654
383;47.7305;129.4222;96.1325;62.2146;64.5708;53.3836;57.2728;47.5126;24.4208
383.5;60.0998;122.372;93.5914;50.7498;62.6448;56.9149;57.9436;56.2154;27.7211
384;54.4534;118.9779;96.6556;49.6519;58.8768;40.3148;41.6739;69.5142;23.042
384.5;58.4679;120.9268;86.2401;44.4937;54.3858;45.3159;38.8989;60.3844;26.413
385;57.4839;101.0593;92.7893;40.7503;75.4124;47.5108;50.4113;51.2753;25.9197
385.5;49.7679;113.1865;88.853;47.7457;54.8294;67.9091;58.2104;57.8351;25.9365
386;58.8607;122.3949;81.0964;72.1805;55.186;55.6439;57.2007;60.752;27.1458
386.5;56.4555;106.9874;105.2135;49.8331;56.5102;54.1479;49.7591;60.8518;27.7658
387;52.3137;116.8274;102.9207;43.197;71.6549;34.1283;52.2678;63.0418;27.2939
387.5;47.1081;111.7273;106.167;45.0169;56.668;35.6645;60.8368;56.0966;25.6378
388;46.5231;115.1923;88.2312;57.1648;58.2062;35.002;50.0645;45.0521;24.955
388.5;50.1649;129.1413;102.2287;59.4813;52.3283;38.0973;45.6912;46.9856;22.9784
389;45.8612;107.9207;85.3084;47.7321;77.8368;42.8075;43.314;58.2359;26.9885
389.5;53.2654;115.0502;89.7302;71.3139;57.7482;28.8866;30.1831;57.659;28.7126
390;59.8619;100.9885;93.0993;46.7253;53.0963;31.8808;37.4561;65.1106;21.1152
390.5;55.0783;111.6578;99.1373;49.224;53.6442;41.3802;49.3317;50.7749;17.1219
391;48.1065;120.6207;92.6547;56.6581;54.3966;30.0939;57.2105;66.7855;23.1306
391.5;45.2047;115.8712;93.6944;59.7045;61.9695;28.9515;50.9496;57.6127;18.5193
392;72.1402;125.7023;110.0384;41.4948;64.4714;43.9978;60.2577;61.7665;18.5909
392.5;45.7565;97.728;105.6726;52.5682;61.6224;30.0842;59.9735;64.7267;18.7893
393;56.4808;114.1136;114.6123;51.2535;56.2285;32.5421;54.5731;49.1239;26.1276
393.5;58.4486;106.6874;113.0758;39.5278;63.7216;40.2338;74.9812;58.7439;24.025
394;61.4428;110.4023;99.5947;45.3561;66.6232;26.9013;53.8751;53.8639;30.6996
394.5;59.0403;115.1503;98.2742;49.6406;74.0644;41.6738;50.6119;49.7845;28.747
395;52.3473;117.8849;103.0151;40.775;60.9013;27.5034;41.5356;44.5225;20.1487
395.5;43.0359;103.8279;103.1702;49.1385;63.8176;42.2817;35.4833;53.6463;22.3131
396;43.0232;123.2628;95.41;46.5059;79.5702;37.472;35.6309;52.9953;21.0528
396.5;47.0192;118.5441;107.338;44.6907;60.3182;31.6695;54.8256;59.2518;23.2609
397;49.7899;116.4493;98.193;51.9379;63.5563;29.8571;65.4752;63.2073;28.7096
397.5;42.9522;116.2609;100.1758;48.9249;63.036;37.8036;49.2839;55.2942;27.8958
398;42.6645;113.7823;97.6026;27.8272;81.2525;25.7422;53.7032;58.1008;18.6103
398.5;45.0759;128.1983;106.9396;57.5868;54.6991;32.3159;50.9662;58.7522;27.5938
399;52.8648;126.9847;111.7909;58.0784;68.4209;40.7049;47.0668;48.3076;15.7644
399.5;46.9874;121.1042;105.776;41.9892;55.2193;24.7861;45.6454;49.3081;24.7325
400;60.3717;113.5443;103.1464;45.6131;68.0837;25.4889;33.0102;55.0966;30.5489
400.5;53.3154;114.4273;104.0881;48.3327;66.0558;39.5637;39.4945;51.4383;25.013
401;46.8852;110.8239;79.1107;48.3223;66.9918;31.528;49.899;66.9124;22.4112
401.5;59.9369;119.9849;90.7514;45.4265;63.8728;41.6372;44.0169;60.1154;23.7078
402;67.4866;127.324;88.7179;43.481;62.6488;24.649;41.2168;60.6197;25.3485
402.5;71.2226;106.2952;91.7187;53.6447;83.25;35.6984;32.3695;58.8687;26.1738
403;65.3955;112.967;113.8098;52.2524;68.7287;41.3076;42.5717;68.8509;27.7518
403.5;52.4509;118.7581;117.095;38.5289;65.4898;31.1613;42.3649;63.2971;22.8653
404;59.287;122.8322;105.0115;62.6509;60.0969;53.8552;45.1308;57.7717;25.1005
404.5;61.2303;117.4617;107.0284;56.1093;53.0554;34.7111;47.7354;54.1864;26.7721
405;62.901;127.2503;105.1489;46.1075;64.7152;27.2451;35.6388;57.2137;29.9936
405.5;60.7096;124.0852;110.5054;51.9783;64.7318;29.1164;42.2547;55.127;30.4315
406;59.5329;102.7137;105.2185;61.7909;68.9456;34.1566;55.3821;61.1871;18.7033
406.5;57.6866;131.2555;100.0673;55.282;62.4142;29.3838;40.4522;47.8883;31.6725
407;69.4034;121.2817;101.3135;51.613;52.9664;32.2228;56.3022;52.3593;32.3383
407.5;63.8968;121.7193;86.9716;49.0929;38.8179;29.3215;48.132;56.4811;27.4868
408;62.811;133.2538;116.8167;48.4367;51.3176;39.0567;57.4712;48.7662;24.3271
408.5;78.3798;130.4555;85.2941;50.8642;49.6951;35.1167;34.2079;58.7654;29.9412
409;64.5442;136.4988;91.3427;52.8271;46.4217;43.0957;48.6728;47.2412;27.6352
409.5;53.3962;122.6714;97.9089;48.3994;70.8622;34.6759;36.7439;40.5818;22.6933
410;67.316;124.3478;93.4435;43.0874;38.0901;19.6594;43.1337;38.8978;20.7612
410.5;59.4263;116.0565;86.8605;64.0159;48.5279;36.5834;47.1945;53.1759;27.0102
411;59.0273;128.0243;90.8067;55.4421;49.7856;33.4415;50.9261;44.2278;25.3486
411.5;69.7638;124.6093;87.8174;46.3404;50.879;34.063;33.4091;52.5975;28.122
412;71.9819;120.3606;84.3279;53.6647;48.7877;30.7965;35.3698;48.1163;33.9212
412.5;67.6894;116.2168;83.2787;44.8786;49.3963;28.3187;40.0755;62.6836;24.5753
413;69.6222;121.8996;99.0281;52.6521;57.4874;33.5562;39.8093;52.7651;25.1097
413.5;73.1645;129.3955;108.8832;37.7699;53.982;35.1655;41.6579;58.9181;27.2276
414;76.1713;114.8448;91.4496;44.5165;68.5558;24.581;38.1764;61.0288;25.7151
414.5;62.1879;120.5619;98.7427;63.2062;50.8618;23.1543;44.2992;48.6807;23.8003
415;77.1781;122.4097;96.575;60.6916;57.4561;23.433;39.3606;58.9151;29.9772
415.5;68.8444;108.0338;104.6454;46.9884;47.1546;33.4906;26.5362;51.9543;25.086
416;77.7737;124.3293;92.0387;55.7383;53.2103;26.611;41.7421;55.1991;19.0769
416.5;69.2768;109.8214;94.2543;51.3273;55.5331;33.6293;48.7134;56.938;31.4293
417;65.3844;121.2173;102.2714;53.2164;49.3327;27.3606;45.0334;52.3822;27.2286
417.5;70.1292;118.3308;90.168;52.4654;53.8012;23.8397;39.8581;54.1219;30.4718
418;54.8499;127.6876;98.3063;60.6405;48.8082;32.0359;31.0717;58.9809;22.5619
418.5;64.492;122.3993;96.7953;54.7059;52.43;36.6787;42.6501;59.8134;32.0047
419;59.9466;117.9033;98.8015;42.447;40.0777;30.049;34.0866;52.1126;29.5943
419.5;53.4849;125.1462;98.526;55.0582;46.1642;35.347;48.0923;51.7619;30.7625
420;65.9696;120.9974;102.4254;47.8737;42.7754;43.6075;50.9904;49.2875;25.5547
420.5;69.614;117.7523;91.6671;57.8772;45.1919;31.3899;44.5201;57.5519;34.635
421;62.3636;126.0991;98.3177;45.0459;45.3461;33.2417;46.8139;61.1239;21.8832
421.5;66.8631;123.2272;74.1913;37.9334;46.349;38.1982;48.399;62.5853;25.7173
422;60.4089;122.2687;83.8478;53.4378;52.9383;32.2262;48.3471;62.5938;25.0571
422.5;67.9313;109.3212;78.7685;50.3961;72.8527;38.8314;43.4851;57.5647;25.7189
423;68.7751;113.7573;72.1024;50.854;48.1397;33.6269;52.1356;55.2989;26.6283
423.5;57.7411;98.3709;79.8618;41.641;62.6477;39.496;41.2267;60.5515;24.398
424;65.3494;114.9857;70.4856;42.5196;78.9475;38.6442;55.4775;49.2721;26.0794
424.5;63.6296;126.5861;78.0089;59.3781;50.0969;31.0151;36.3129;52.5587;25.4792
425;59.3312;114.2807;77.1522;51.5603;70.2307;33.4263;44.3939;49.024;24.6345
425.5;60.4316;117.8006;74.4304;54.583;55.2475;32.2486;43.1288;57.5291;23.3836
426;66.1335;105.4721;95.712;67.53;61.7312;38.2465;40.8785;65.8227;20.9587
426.5;63.5497;114.4321;95.2267;58.4475;66.7184;29.3456;33.7955;62.5635;27.1021
427;64.517;122.3683;95.3227;55.6695;53.3684;22.746;36.862;55.6628;31.4962
427.5;58.9346;108.731;98.8866;50.8521;63.665;34.0562;34.0388;53.2751;18.351
428;52.3148;115.8053;94.4665;55.9757;57.3339;47.544;35.4043;55.1395;30.8029
428.5;55.5714;124.824;93.4977;58.0928;63.3183;33.0227;33.2852;52.6381;22.1044
429;47.8542;124.7717;92.685;58.8301;83.4112;40.9422;43.5513;59.1111;33.478
429.5;60.5861;121.9064;78.329;52.015;73.9794;36.8034;47.3077;54.7296;38.0477
430;55.8114;115.5616;90.9842;66.0111;61.6477;44.4141;43.239;61.7466;28.5559
430.5;52.2673;107.0404;86.044;62.9092;79.3882;45.8873;43.8404;67.5318;24.0865
431;56.1971;126.6704;76.7862;50.8438;70.92;46.2132;39.064;65.9354;25.7309
431.5;53.2652;109.039;79.023;57.2427;80.3288;39.4673;53.4802;59.6295;31.2193
432;45.8212;108.5793;97.5825;39.9628;81.6559;32.9924;51.4405;63.0128;32.0989
432.5;49.5004;122.7641;92.8695;54.8002;82.4735;27.808;42.9522;54.1044;34.9036
433;58.574;116.5991;82.1997;44.2608;69.8899;38.1282;54.5475;43.5188;29.9788
433.5;61.2998;122.1024;106.5831;58.95;65.5701;39.9156;52.4254;58.2286;31.4209
434;58.8182;111.3525;98.1467;64.1705;79.5174;29.2162;53.1739;57.2703;33.7907
434.5;63.6982;128.063;99.5103;58.0939;75.7234;25.7933;50.399;72.7737;30.2766
435;51.651;115.576;100.887;61.3385;77.2658;34.8647;64.8096;73.0993;28.6723
435.5;60.1263;122.906;95.8948;58.0646;68.5396;38.3214;49.598;48.7395;25.4875
436;62.5283;109.5377;106.0548;55.0026;62.0069;30.1024;51.2283;73.0714;25.1661
436.5;72.5761;109.5677;93.7567;46.7636;77.5525;27.7329;45.7154;50.9656;22.067
437;71.8247;124.4343;103.4404;58.3254;86.1079;27.7293;38.3672;51.2853;23.2476
